message,subject,complaint_text,intent,category
It is nearly 13 days still we have not received our grocery products and not even able to cancel it. You have the most worst customer service. Even from there side also they are not able to cancel the product and giving us fake assurance that these product will come everytime whenever we call. Please refund my money and you have compensate as well for this much day delay in delivery. I dont have words to tell that how pathetic your service is. And also your customer support executives are giving false commit to connect with the higher authority and leaving the headphones.,,It is nearly 13 days still we have not received our grocery products and not even able to cancel it. You have the most worst customer service. Even from there side also they are not able to cancel the product and giving us fake assurance that these product will come everytime whenever we call. Please refund my money and you have compensate as well for this much day delay in delivery. I dont have words to tell that how pathetic your service is. And also your customer support executives are giving false commit to connect with the higher authority and leaving the headphones.,Not Needed,REFUND_REQUEST
Good,,Good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Excellent,,Excellent,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Thanks ??,,Thanks ??,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
No,,No,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
No,,No,Seller Cancelled Order,DELIVERY_SHIPPING_PROBLEM
Thanks,,Thanks,Return request,REFUND_REQUEST
Ladies assistant's duty should be 0600 PM mostly.,,Ladies assistant's duty should be 0600 PM mostly.,Return request,REFUND_REQUEST
Ok,,Ok,UnProfessional Behaviour,SERVICE_QUALITY
Polite my issue is resolved,,Polite my issue is resolved,Product Specific Information,PRODUCT_ISSUE
Provide good product,,Provide good product,Fraudulent User,SECURITY_CONCERN
Good,,Good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Update the return status in real time as soon as item being picked up.,,Update the return status in real time as soon as item being picked up.,Return request,REFUND_REQUEST
Return policy should be more fast.,,Return policy should be more fast.,Return request,REFUND_REQUEST
Good behaviour your team all the best,,Good behaviour your team all the best,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
I AM HAPPY ??,,I AM HAPPY ??,Wallet related,PAYMENT_TRANSACTION_ISSUE
Good person,,Good person,Wrong,PRODUCT_ISSUE
Good,,Good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Who are you,,Who are you,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Ok,,Ok,Priority delivery,DELIVERY_SHIPPING_PROBLEM
Voice is not clear to us,,Voice is not clear to us,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Nice,,Nice,Service Centres Related,SERVICE_QUALITY
Ok,,Ok,General Enquiry,OTHER
Im happy to talk the ashish nyc wrk good luck,,Im happy to talk the ashish nyc wrk good luck,Fraudulent User,SECURITY_CONCERN
Bahot hi,,Bahot hi,UnProfessional Behaviour,SERVICE_QUALITY
dont make fool to customers,,dont make fool to customers,Delayed,DELIVERY_SHIPPING_PROBLEM
Excellent,,Excellent,Missing,PRODUCT_ISSUE
Good,,Good,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Return request,REFUND_REQUEST
??,,??,Seller Cancelled Order,DELIVERY_SHIPPING_PROBLEM
Happy wd executive bt upset about my return fact....,,Happy wd executive bt upset about my return fact....,Wrong,PRODUCT_ISSUE
Fraud with me,,Fraud with me,Return request,REFUND_REQUEST
GoodGood,,GoodGood,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Fgjj,,Fgjj,Exchange / Replacement,PRODUCT_ISSUE
Nice,,Nice,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
nice,,nice,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
A fair feedback can be provided only after an issue is either resolved or after a conclusion is drawn on the matter and not immediately after raising the issue. Request feedback once issue is closed.,,A fair feedback can be provided only after an issue is either resolved or after a conclusion is drawn on the matter and not immediately after raising the issue. Request feedback once issue is closed.,Online Payment Issues,PAYMENT_TRANSACTION_ISSUE
Customer executive work well,,Customer executive work well,Return request,REFUND_REQUEST
Osm sarvice,,Osm sarvice,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
please help to change all of my order transportation,,please help to change all of my order transportation,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Bakwas,,Bakwas,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Customer service executive is very good but solution is pending for 50 days,,Customer service executive is very good but solution is pending for 50 days,Payment related Queries,PAYMENT_TRANSACTION_ISSUE
With good communication,,With good communication,Product Specific Information,PRODUCT_ISSUE
Return my order,,Return my order,Product Specific Information,PRODUCT_ISSUE
No,,No,Return request,REFUND_REQUEST
Contacting customer care with chat was more easier.,,Contacting customer care with chat was more easier.,Signup Issues,ACCOUNT_LOGIN_PROBLEM
Thanks,,Thanks,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Poor management,,Poor management,Return request,REFUND_REQUEST
V good,,V good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Waiting,,Waiting,PayLater related,PAYMENT_TRANSACTION_ISSUE
Thanks,,Thanks,Product Specific Information,PRODUCT_ISSUE
Shopzilla customer care policies are worst.I rated 5 onlu,,Shopzilla customer care policies are worst.I rated 5 onlu,Priority delivery,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Missing,PRODUCT_ISSUE
Reduce time to solve the problem,,Reduce time to solve the problem,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Happy,,Happy,Seller onboarding,OTHER
Good,,Good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Customer care service was good,,Customer care service was good,Priority delivery,DELIVERY_SHIPPING_PROBLEM
Very bed service by Shopzilla,,Very bed service by Shopzilla,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Shopzilla should be take care of complaints regarding damaged or repaired,,Shopzilla should be take care of complaints regarding damaged or repaired,Service Centres Related,SERVICE_QUALITY
Thank,,Thank,Refund Related Issues,REFUND_REQUEST
Not resolving my issue since 5 aug,,Not resolving my issue since 5 aug,Delayed,DELIVERY_SHIPPING_PROBLEM
???????,,???????,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Worst,,Worst,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Please provid faster customer service,,Please provid faster customer service,Fraudulent User,SECURITY_CONCERN
All is good,,All is good,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
She is good but it is not helpful for me,,She is good but it is not helpful for me,Refund Enquiry,REFUND_REQUEST
PSC-8F6PJI,,PSC-8F6PJI,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,UnProfessional Behaviour,SERVICE_QUALITY
Such a nice guys,,Such a nice guys,Return request,REFUND_REQUEST
???????? ?? ?????? ?? ???????? ?????? ?? ???? ?????????? ?? ??? ?? ????? ? ?????? ????,,???????? ?? ?????? ?? ???????? ?????? ?? ???? ?????????? ?? ??? ?? ????? ? ?????? ????,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
?? ???? ???,,?? ???? ???,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Missing,PRODUCT_ISSUE
No,,No,UnProfessional Behaviour,SERVICE_QUALITY
Ok,,Ok,Fraudulent User,SECURITY_CONCERN
HappyI'll give 5 ?,,HappyI'll give 5 ?,Product Specific Information,PRODUCT_ISSUE
Good work ??,,Good work ??,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
I need my product today itself without failure.,,I need my product today itself without failure.,Delayed,DELIVERY_SHIPPING_PROBLEM
Vivev was so polite on call and he has proper knowledge about the process and product. Thanks,,Vivev was so polite on call and he has proper knowledge about the process and product. Thanks,Priority delivery,DELIVERY_SHIPPING_PROBLEM
Afifa its a good experience to talk with you and you made my day and now totally depend on you i will get my refund or not ????????  ??????????????????,,Afifa its a good experience to talk with you and you made my day and now totally depend on you i will get my refund or not ???????? ??????????????????,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
I received the product too late and damaged too so i m very disappointed.,,I received the product too late and damaged too so i m very disappointed.,Fraudulent User,SECURITY_CONCERN
I don\u2019t have any issue.,,I don\u2019t have any issue.,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Don't aderstand,,Don't aderstand,Missing,PRODUCT_ISSUE
Excellent,,Excellent,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Good ??,,Good ??,Product Specific Information,PRODUCT_ISSUE
My Problem Not Solved,,My Problem Not Solved,Product Specific Information,PRODUCT_ISSUE
Good service customer care service,,Good service customer care service,Payment related Queries,PAYMENT_TRANSACTION_ISSUE
Good,,Good,Return request,REFUND_REQUEST
** you Shopzilla,,** you Shopzilla,Product Specific Information,PRODUCT_ISSUE
????,,????,Not Needed,REFUND_REQUEST
Nice ??,,Nice ??,Seller Cancelled Order,DELIVERY_SHIPPING_PROBLEM
Very nice,,Very nice,Return request,REFUND_REQUEST
??,,??,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
"Helping customer with their needs, that they need help ,improvise on the matter and not only give the answers they were tought.",,"Helping customer with their needs, that they need help ,improvise on the matter and not only give the answers they were tought.",Priority delivery,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Nice and helpful interaction with Sumit.,,Nice and helpful interaction with Sumit.,Product Specific Information,PRODUCT_ISSUE
Good,,Good,Seller Cancelled Order,DELIVERY_SHIPPING_PROBLEM
Good service,,Good service,Missing,PRODUCT_ISSUE
Good,,Good,Customer Requested Modifications,DELIVERY_SHIPPING_PROBLEM
fake Shopzilla kar and employees and siniar,,fake Shopzilla kar and employees and siniar,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
It was nice talking to customer care they helped me within minutes it was my plesure talking to Shopzilla support.Keep it up,,It was nice talking to customer care they helped me within minutes it was my plesure talking to Shopzilla support.Keep it up,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Customer support list nice,,Customer support list nice,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Nice,,Nice,Priority delivery,DELIVERY_SHIPPING_PROBLEM
Very good ??,,Very good ??,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Very poor service,,Very poor service,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Deliver product on time,,Deliver product on time,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Weriewru,,Weriewru,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Customer care very active,,Customer care very active,Return request,REFUND_REQUEST
good work,,good work,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Improve your product.Shopzilla is selling fake product.,,Improve your product.Shopzilla is selling fake product.,Return request,REFUND_REQUEST
The customer support executive who called me was very humb and polite and fixed my problem just like it was his problem only.The way he talked and gave assurance was very good.Very much satisfied.He just not only fixed my problem within a second.Custom support executive like this will help Shopzilla to grow more.Hope to do lot's of shopping in future.Thank You!,,The customer support executive who called me was very humb and polite and fixed my problem just like it was his problem only.The way he talked and gave assurance was very good.Very much satisfied.He just not only fixed my problem within a second.Custom support executive like this will help Shopzilla to grow more.Hope to do lot's of shopping in future.Thank You!,Customer Requested Modifications,DELIVERY_SHIPPING_PROBLEM
Very nice guy,,Very nice guy,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Return request,REFUND_REQUEST
LOGISTIC   IMPROVMENT,,LOGISTIC IMPROVMENT,UnProfessional Behaviour,SERVICE_QUALITY
Excellent,,Excellent,Delayed,DELIVERY_SHIPPING_PROBLEM
Delivery issue but I will be happy,,Delivery issue but I will be happy,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Fraudulent User,SECURITY_CONCERN
Best solution we should not order from your website,,Best solution we should not order from your website,Installation/demo,PRODUCT_ISSUE
The executive was very rude and did not resolved my query..,,The executive was very rude and did not resolved my query..,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
No,,No,Online Payment Issues,PAYMENT_TRANSACTION_ISSUE
Bad,,Bad,Seller Cancelled Order,DELIVERY_SHIPPING_PROBLEM
No,,No,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Product sHai item milna chahiya,,Product sHai item milna chahiya,Return request,REFUND_REQUEST
"great job, please keep it up.",,"great job, please keep it up.",Online Payment Issues,PAYMENT_TRANSACTION_ISSUE
Good,,Good,Product Specific Information,PRODUCT_ISSUE
nice,,nice,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Installation/demo,PRODUCT_ISSUE
My product missing in the package,,My product missing in the package,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Hdj,,Hdj,Wrong,PRODUCT_ISSUE
This is good??,,This is good??,Return request,REFUND_REQUEST
All issues resolved,,All issues resolved,Installation/demo,PRODUCT_ISSUE
Ok,,Ok,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
The customar support executive  farman is very polite and helpfull,,The customar support executive farman is very polite and helpfull,Invoice request,BILLING_PROBLEM
Should improve voice call quality,,Should improve voice call quality,Refund Enquiry,REFUND_REQUEST
Meghna madam thank you very much,,Meghna madam thank you very much,Fraudulent User,SECURITY_CONCERN
Excellent,,Excellent,Delayed,DELIVERY_SHIPPING_PROBLEM
I am totally satisfied with the agent she tried to solve my problem problem,,I am totally satisfied with the agent she tried to solve my problem problem,Delayed,DELIVERY_SHIPPING_PROBLEM
Currier and delivery man details cleary transparent for easy delivery,,Currier and delivery man details cleary transparent for easy delivery,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Invoice request,BILLING_PROBLEM
Good,,Good,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Great,,Great,Return request,REFUND_REQUEST
Bad,,Bad,Seller Cancelled Order,DELIVERY_SHIPPING_PROBLEM
Take action on the seller.,,Take action on the seller.,Fraudulent User,SECURITY_CONCERN
Keep delivery fast,,Keep delivery fast,Seller Cancelled Order,DELIVERY_SHIPPING_PROBLEM
Anurani horo,,Anurani horo,Product Specific Information,PRODUCT_ISSUE
Very comfortable and quick customer service is appreciated,,Very comfortable and quick customer service is appreciated,Fraudulent User,SECURITY_CONCERN
hi ache se samjaya,,hi ache se samjaya,Refund Enquiry,REFUND_REQUEST
I'm very happy,,I'm very happy,Return request,REFUND_REQUEST
Very good behavior,,Very good behavior,Customer Requested Modifications,DELIVERY_SHIPPING_PROBLEM
Good ??,,Good ??,Service Center - Service Denial,SERVICE_QUALITY
The person was so patient and guided me very well with clarity??,,The person was so patient and guided me very well with clarity??,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
V good,,V good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Issue not solving after 2 months,,Issue not solving after 2 months,PayLater related,PAYMENT_TRANSACTION_ISSUE
Good,,Good,Damaged,PRODUCT_ISSUE
Ok,,Ok,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Nice,,Nice,Online Payment Issues,PAYMENT_TRANSACTION_ISSUE
Nice to talk and feel much comfortable about deal,,Nice to talk and feel much comfortable about deal,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Very good customer supporter man,,Very good customer supporter man,Return request,REFUND_REQUEST
Thanks for quick response and politely conversation,,Thanks for quick response and politely conversation,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
nice,,nice,Invoice request,BILLING_PROBLEM
Good one mam,,Good one mam,Return request,REFUND_REQUEST
Mantena your coreare service,,Mantena your coreare service,UnProfessional Behaviour,SERVICE_QUALITY
Good,,Good,Refund Related Issues,REFUND_REQUEST
Good mem,,Good mem,Product Specific Information,PRODUCT_ISSUE
Good,,Good,Service Centres Related,SERVICE_QUALITY
Best customer executive,,Best customer executive,Exchange / Replacement,PRODUCT_ISSUE
????????,,????????,Product Specific Information,PRODUCT_ISSUE
Horrible customer support from Shopzilla as always. Never satisfied with your resolution,,Horrible customer support from Shopzilla as always. Never satisfied with your resolution,UnProfessional Behaviour,SERVICE_QUALITY
5,,5,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
My items refund please proceed fast,,My items refund please proceed fast,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
big failer,,big failer,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Grocery service stopped at pin code 621704,,Grocery service stopped at pin code 621704,Product Specific Information,PRODUCT_ISSUE
Nice person,,Nice person,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
My question  solve in customer service,,My question solve in customer service,Priority delivery,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Fraudulent User,SECURITY_CONCERN
No,,No,Online Payment Issues,PAYMENT_TRANSACTION_ISSUE
Thanks ??,,Thanks ??,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Delayed,DELIVERY_SHIPPING_PROBLEM
Well,,Well,UnProfessional Behaviour,SERVICE_QUALITY
Issue not resolved. Even he didn't know how to talk,,Issue not resolved. Even he didn't know how to talk,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Customer executive not raised my compliant,,Customer executive not raised my compliant,Installation/demo,PRODUCT_ISSUE
Excellent performance,,Excellent performance,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Customer support executive is very polite and cooperative,,Customer support executive is very polite and cooperative,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
TYSM,,TYSM,UnProfessional Behaviour,SERVICE_QUALITY
I very happy to talk to this guy,,I very happy to talk to this guy,General Enquiry,OTHER
Fraud have been done with me by Shopzilla....,,Fraud have been done with me by Shopzilla....,Exchange / Replacement,PRODUCT_ISSUE
There are no proper sulution receive even after multiple follow ups,,There are no proper sulution receive even after multiple follow ups,Refund Related Issues,REFUND_REQUEST
Very bad girl ??,,Very bad girl ??,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Product was very good,,Product was very good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Not Needed,REFUND_REQUEST
Very helpful,,Very helpful,Payment related Queries,PAYMENT_TRANSACTION_ISSUE
Executives are great bt pls improve your delivery service.,,Executives are great bt pls improve your delivery service.,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
5,,5,Return request,REFUND_REQUEST
15 20 ??? ?? ?????? ?? ??? ?????? ?? ?????? ???? ?? ??? ??,,15 20 ??? ?? ?????? ?? ??? ?????? ?? ?????? ???? ?? ??? ??,Online Payment Issues,PAYMENT_TRANSACTION_ISSUE
???,,???,Refund Related Issues,REFUND_REQUEST
Good,,Good,Online Payment Issues,PAYMENT_TRANSACTION_ISSUE
Very bad service,,Very bad service,Online Payment Issues,PAYMENT_TRANSACTION_ISSUE
Ok,,Ok,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Please don't send used and copy product,,Please don't send used and copy product,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Im very happy now because from costumer service was very good thank you Shopzilla team,,Im very happy now because from costumer service was very good thank you Shopzilla team,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Thanks you for Shopzilla costumer care,,Thanks you for Shopzilla costumer care,Self-Help,OTHER
It is requested please talk like human evey customer care talk like bot other things ok,,It is requested please talk like human evey customer care talk like bot other things ok,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Good behavior,,Good behavior,Refund Enquiry,REFUND_REQUEST
Thanks,,Thanks,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Thank you Shopzilla customer support,,Thank you Shopzilla customer support,Fraudulent User,SECURITY_CONCERN
Make it more flexible for customers support,,Make it more flexible for customers support,Invoice request,BILLING_PROBLEM
Very good ??,,Very good ??,Refund Enquiry,REFUND_REQUEST
Easy to talk. Thanks!,,Easy to talk. Thanks!,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Hey Shopzilla please open up your eyes and fix the issue of customer services most of customers unhappy your services because you didn't order placed on the time and some time you sold fake 1st copy of product and your delivery agent behaviour was very rude that's point your sale and profit year by year down and one day your company will shutdown please improve your services this is feedback your genuine customer,,Hey Shopzilla please open up your eyes and fix the issue of customer services most of customers unhappy your services because you didn't order placed on the time and some time you sold fake 1st copy of product and your delivery agent behaviour was very rude that's point your sale and profit year by year down and one day your company will shutdown please improve your services this is feedback your genuine customer,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Kindly make the process of reaching costomer care executive directly.,,Kindly make the process of reaching costomer care executive directly.,General Enquiry,OTHER
Totally Satisfied in Shopzilla,,Totally Satisfied in Shopzilla,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Customer service very good,,Customer service very good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
No satisfied your delivery time delye is very slow,,No satisfied your delivery time delye is very slow,Not Needed,REFUND_REQUEST
??,,??,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
GOOD I APPRECIATE,,GOOD I APPRECIATE,Online Payment Issues,PAYMENT_TRANSACTION_ISSUE
Don't send anything through  Express. They demand money for delivering the items,,Don't send anything through Express. They demand money for delivering the items,UnProfessional Behaviour,SERVICE_QUALITY
Very nice,,Very nice,Invoice request,BILLING_PROBLEM
My executive is too good and she understand my problem and he give me faithfully solution and my executive voice is so pretty and good my experience is very happy ??,,My executive is too good and she understand my problem and he give me faithfully solution and my executive voice is so pretty and good my experience is very happy ??,Issues with Shopzilla App,TECHNICAL_PROBLEM
??????nice,,??????nice,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
the way of talking of  customer care executive was very well mannered and having good problem solving understanding,,the way of talking of customer care executive was very well mannered and having good problem solving understanding,Return request,REFUND_REQUEST
Good,,Good,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Good behaviour,,Good behaviour,Refund Enquiry,REFUND_REQUEST
"Shafaque was very polite and understanding. She resolved my query quickly. Hope she keeps on doing great things. As per Shopzilla policy on pay later, disappointing. Never using it.",,"Shafaque was very polite and understanding. She resolved my query quickly. Hope she keeps on doing great things. As per Shopzilla policy on pay later, disappointing. Never using it.",General Enquiry,OTHER
Very bell,,Very bell,Signup Issues,ACCOUNT_LOGIN_PROBLEM
Good service. Executive understand the customer problem and resolved the issue,,Good service. Executive understand the customer problem and resolved the issue,Return request,REFUND_REQUEST
Last interaction was nice. Customer care executive was very much polite empathetic and solution oriented. Shopzilla need more guys like this.,,Last interaction was nice. Customer care executive was very much polite empathetic and solution oriented. Shopzilla need more guys like this.,Return request,REFUND_REQUEST
Nice very nice,,Nice very nice,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Poor delivery system,,Poor delivery system,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Solve quickly try to my problem,,Solve quickly try to my problem,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Due to not interested my concern and not resolve my problem.,,Due to not interested my concern and not resolve my problem.,Delayed,DELIVERY_SHIPPING_PROBLEM
"I have call back request from   app,and call back from Shopzilla, they are speak i dont help you because, you have purchase order from  ,but this product is ring delivered, so i need help  ,but i dont know dont help me from Shopzilla.. Please call me",,"I have call back request from app,and call back from Shopzilla, they are speak i dont help you because, you have purchase order from ,but this product is ring delivered, so i need help ,but i dont know dont help me from Shopzilla.. Please call me",Commission related,BILLING_PROBLEM
Please get some technical assistance ASAP,,Please get some technical assistance ASAP,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
People are facing problem when recieved defective product.Please make easy for refund/replacement.One more thing Shopzilla have to authority to resolve issue on his sides not seller .Other wise customer are facing a lot of broblem.Customers are loosing faith from Shopzilla .,,People are facing problem when recieved defective product.Please make easy for refund/replacement.One more thing Shopzilla have to authority to resolve issue on his sides not seller .Other wise customer are facing a lot of broblem.Customers are loosing faith from Shopzilla .,Service Centres Related,SERVICE_QUALITY
Give better service nahi to koi bhi Shopzilla PE trust nahi karega,,Give better service nahi to koi bhi Shopzilla PE trust nahi karega,Delayed,DELIVERY_SHIPPING_PROBLEM
Thanks for my request,,Thanks for my request,Wrong,PRODUCT_ISSUE
Thanks,,Thanks,Product Specific Information,PRODUCT_ISSUE
Nice,,Nice,Delayed,DELIVERY_SHIPPING_PROBLEM
Nice,,Nice,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Lifetime disappointement with Shopzilla.Very worst customer service.No proper information of installation date and time.,,Lifetime disappointement with Shopzilla.Very worst customer service.No proper information of installation date and time.,Installation/demo,PRODUCT_ISSUE
Very good ??,,Very good ??,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
saport very NYC me 5 reting,,saport very NYC me 5 reting,Return request,REFUND_REQUEST
Good,,Good,Return request,REFUND_REQUEST
Super sapott,,Super sapott,General Enquiry,OTHER
??? ???? ???? ????? ???,,??? ???? ???? ????? ???,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Best,,Best,Payment related Queries,PAYMENT_TRANSACTION_ISSUE
Return order payment slowly,,Return order payment slowly,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Ok,,Ok,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
I am happy to talk with Shopzilla executive,,I am happy to talk with Shopzilla executive,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Give more response to customer's concern,,Give more response to customer's concern,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Billing Related,BILLING_PROBLEM
Good,,Good,Installation/demo,PRODUCT_ISSUE
?? ????? ???? ????? ??? ?? ???? ?? ???? ???? ???? ???? ??? ?? ???? ??? ?? ?????? ?? ????? ???? ? ??? 1 ????? ?? ?????? ??? ?? ?? ???? ??????? ?? ????? ???? ???? ??? ?? ???? ?????? ????? ???? ??? ????????? ??? ???? ??? ??? ?? ???? ?????? ?? ?????? ???? ???? ??????? ??,,?? ????? ???? ????? ??? ?? ???? ?? ???? ???? ???? ???? ??? ?? ???? ??? ?? ?????? ?? ????? ???? ? ??? 1 ????? ?? ?????? ??? ?? ?? ???? ??????? ?? ????? ???? ???? ??? ?? ???? ?????? ????? ???? ??? ????????? ??? ???? ??? ??? ?? ???? ?????? ?? ?????? ???? ???? ??????? ??,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
I am glad that customer care solved my problem,,I am glad that customer care solved my problem,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
????? ?? ???? ????? ??? ?? ??? ???? sixmonths ?? ?????? ?? ????? ???? ??? ???????? ???? ??? ??? ?? ?? ?????? ?????? ?? ?? ?? ????? ?? ????? ???? ?? ??? ?? ???? ????? ??? ??? ???? ???? ?? ????? 2 months ??? ???,,????? ?? ???? ????? ??? ?? ??? ???? sixmonths ?? ?????? ?? ????? ???? ??? ???????? ???? ??? ??? ?? ?? ?????? ?????? ?? ?? ?? ????? ?? ????? ???? ?? ??? ?? ???? ????? ??? ??? ???? ???? ?? ????? 2 months ??? ???,Installation/demo,PRODUCT_ISSUE
???? ???? ?? ?? ?????????? ?? ?????? ?? ????? ???????? ?? ???? ?? ???? ????? ???? ?? ????? ??,,???? ???? ?? ?? ?????????? ?? ?????? ?? ????? ???????? ?? ???? ?? ???? ????? ???? ?? ????? ??,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Good service.??,,Good service.??,Invoice request,BILLING_PROBLEM
We'll Done,,We'll Done,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Return policy sabhi products me   chahiye.,,Return policy sabhi products me chahiye.,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
